iter	Logloss
204	0.6467266662
205	0.6463542094
206	0.6459704526
207	0.6452374042
208	0.6448530115
209	0.6446396882
210	0.6446331427
211	0.644036503
212	0.6437492906
213	0.6436315761
214	0.6436254097
215	0.6433519183
216	0.6431065622
217	0.6431005206
218	0.6429828174
219	0.6428908464
220	0.6428845767
221	0.6423030663
222	0.6419655392
223	0.6414961884
224	0.6413165157
225	0.6408286086
226	0.6407098444
227	0.6405312415
228	0.6403968491
229	0.6401348515
230	0.6394863191
231	0.6393238918
232	0.6393177943
233	0.639029135
234	0.6390233521
235	0.6385350992
236	0.638529256
237	0.638101972
238	0.6377688614
239	0.6377632914
240	0.6374056545
241	0.6371948459
242	0.6371894617
243	0.6369801311
244	0.6369743073
245	0.6369687359
246	0.6367746202
247	0.6361635135
248	0.6358317335
249	0.6351459257
250	0.6351404144
251	0.6351352846
252	0.6351293349
253	0.6351238274
254	0.6348769793
255	0.6346613605
256	0.6346557269
257	0.6341407728
258	0.6337532492
259	0.6337481203
260	0.6333038093
261	0.6330950052
262	0.6328989288
263	0.6328938647
264	0.632447182
265	0.6322403761
266	0.631797556
267	0.6316183768
268	0.6310304332
269	0.6310256867
270	0.6308673854
271	0.6306619004
272	0.6306563118
273	0.6306511229
274	0.6306314692
275	0.6304635439
276	0.6299857262
277	0.6296907701
278	0.62968552
279	0.6292600277
280	0.6286398536
281	0.6285519851
282	0.6283479329
283	0.6278132893
284	0.627609613
285	0.6274413215
286	0.6272373724
287	0.6270683827
288	0.627058076
289	0.6267761217
290	0.6267661314
291	0.6261000221
292	0.6260952996
293	0.6259266724
294	0.6256290893
295	0.6254350018
296	0.625081643
297	0.6245868293
298	0.6243204244
299	0.6240352055
300	0.6238613946
301	0.6238559183
302	0.6238510071
303	0.6237397264
304	0.6235520103
305	0.6231062532
306	0.6226379429
307	0.6226329287
308	0.622627827
309	0.622622709
310	0.6225335607
311	0.6225218102
312	0.6222562132
313	0.6222512214
314	0.6217192368
315	0.6212521911
316	0.6210970154
317	0.6208169295
318	0.6204497948
319	0.620231602
320	0.6200568669
321	0.6198293681
322	0.6194080602
323	0.619403363
324	0.6189388885
325	0.6185327909
326	0.6184939051
327	0.6181877691
328	0.6180908663
329	0.6177000984
330	0.6176955526
331	0.6176905633
332	0.6174951646
333	0.6174909121
334	0.6174143145
335	0.6170301624
336	0.61661877
337	0.6166144373
338	0.6160542586
339	0.6156036979
340	0.6155988389
341	0.6155944845
342	0.6154693372
343	0.6150997069
344	0.6150357172
345	0.6147039299
346	0.6145085961
347	0.6139381602
348	0.6139318308
349	0.6139091774
350	0.6135730204
351	0.6135676084
352	0.6135631057
353	0.613379504
354	0.6131326546
355	0.6130888383
356	0.6130844427
357	0.6128601753
358	0.6124191205
359	0.6120291179
360	0.6119502106
361	0.6119457114
362	0.6119418423
363	0.6115013386
364	0.6109665062
365	0.6106527879
366	0.610648857
367	0.6103704963
368	0.6103661882
369	0.6102491375
370	0.6100625771
371	0.6098549856
372	0.6096205455
373	0.6093370964
374	0.6088077122
375	0.608449215
376	0.6078694133
377	0.60747414
378	0.6073340014
379	0.6071813736
380	0.6071771697
381	0.6070247975
382	0.6070205328
383	0.6067099928
384	0.6066319929
385	0.6066280033
386	0.6062581346
387	0.605973581
388	0.6057845673
389	0.6056470375
390	0.6055569007
391	0.6053626396
392	0.6051620778
393	0.6051583607
394	0.6047603404
395	0.6046576017
396	0.6046536129
397	0.6040913737
398	0.603760773
399	0.6037568274
400	0.6035653225
401	0.6032059525
402	0.6029521274
403	0.6029485186
404	0.6027166112
405	0.6027127942
406	0.6027081955
407	0.6027044174
408	0.6022551616
409	0.6020989886
410	0.6020730454
411	0.6019922649
412	0.601832231
413	0.601587682
414	0.6015839648
415	0.6014155667
416	0.600979189
417	0.6003804722
418	0.5998773492
419	0.5998734485
420	0.599374781
421	0.5990801982
422	0.5990768206
423	0.5986242174
424	0.5983393692
425	0.598335024
426	0.5979214002
427	0.5973264607
428	0.5970999704
429	0.5967945528
430	0.5966104854
431	0.5966065025
432	0.5965273731
433	0.5963560016
434	0.5963429828
435	0.5961481558
436	0.5960978042
437	0.5957534777
438	0.5957497459
439	0.5955731498
440	0.595483589
441	0.5953128827
442	0.5951371729
443	0.5947993448
444	0.5944825463
445	0.5943389615
446	0.5939172458
447	0.5937289493
448	0.5937078993
449	0.5936959726
450	0.5936926426
451	0.5936888093
452	0.5932385284
453	0.5931671577
454	0.5931638733
455	0.5928247958
456	0.5927865398
457	0.5927824978
458	0.5927793806
459	0.5924014055
460	0.5920844681
461	0.5920807414
462	0.5920777488
463	0.5919088213
464	0.5919055127
465	0.591722284
466	0.591719018
467	0.5916610476
468	0.5914130525
469	0.5912488137
470	0.5911758781
471	0.5909942578
472	0.5909148833
473	0.5908606578
474	0.5908580899
475	0.5907796458
476	0.5903850634
477	0.5901758598
478	0.590053624
479	0.5900508211
480	0.5900472219
481	0.589839463
482	0.589630143
483	0.5896265001
484	0.5892017368
485	0.5891302695
486	0.5889769178
487	0.588973675
488	0.5888482416
489	0.5888448089
490	0.588841549
491	0.5888384741
492	0.5884747242
493	0.5880625161
494	0.5880588975
495	0.5880558449
496	0.5878955792
497	0.58760131
498	0.5871627847
499	0.5871498772
500	0.5871470117
501	0.5870761105
502	0.5870727429
503	0.5870002899
504	0.5866891744
505	0.5866816523
506	0.5866784939
507	0.5866752932
508	0.5866117128
509	0.5866089115
510	0.5865562221
511	0.5864889627
512	0.5864857848
513	0.5862462203
514	0.5858371887
515	0.585498809
516	0.5851543863
517	0.5850842674
518	0.5848947643
519	0.5848914382
520	0.5845922921
521	0.5842730276
522	0.583976928
523	0.5839735584
524	0.5838002507
525	0.5835536082
526	0.5834823296
527	0.5831194064
528	0.5829838745
529	0.5829805256
530	0.5829775976
531	0.5828960029
532	0.5825478751
533	0.5820722659
534	0.5820687737
535	0.5819120864
536	0.5815744162
537	0.5815716776
538	0.5813605322
539	0.581357479
540	0.5813543212
541	0.581241133
542	0.5811266808
543	0.5811236692
544	0.5811212472
545	0.5809633426
546	0.580720277
547	0.5807173085
548	0.5805365309
549	0.5800574221
550	0.5796384841
551	0.5794857074
552	0.5794824033
553	0.5794714747
554	0.5794691155
555	0.5788953574
556	0.5787891223
557	0.5787685872
558	0.5787374587
559	0.5785714185
560	0.5785684502
561	0.5785573626
562	0.5782160217
563	0.5777677339
564	0.5776995514
565	0.5775684474
566	0.5775257257
567	0.5775230109
568	0.5775202528
569	0.577330028
570	0.5771969011
571	0.5769556819
572	0.5769528404
573	0.5768888244
574	0.5767582287
575	0.5767550723
576	0.5766548684
577	0.576587267
578	0.5765746503
579	0.576412771
580	0.5761905319
581	0.5761877732
582	0.5761827886
583	0.5761804522
584	0.5760758642
585	0.5760651475
586	0.57563692
587	0.5756339085
588	0.5752071227
589	0.574964101
590	0.57496193
591	0.5749592785
592	0.5749564359
593	0.574457599
594	0.5738578116
595	0.5738550081
596	0.5737751804
597	0.5736393057
598	0.5736371124
599	0.5733764007
600	0.5733735955
601	0.573197383
602	0.5729789411
603	0.5728380403
604	0.5727893965
605	0.5727866801
606	0.5727836252
607	0.5723956644
608	0.572107325
609	0.5715847157
610	0.5714337956
611	0.5711990834
612	0.5711963877
613	0.5710697546
614	0.5710672915
615	0.5706634359
616	0.5705135147
617	0.5705111583
618	0.5704046939
619	0.570402099
620	0.5703995297
621	0.5702659326
622	0.5702631139
623	0.5702431103
624	0.5698926961
625	0.5698902105
626	0.5695693492
627	0.569471101
628	0.5692728915
629	0.5692703646
630	0.569268111
631	0.568800784
632	0.5686527609
633	0.568459254
634	0.5679844811
635	0.567982231
636	0.5679795355
637	0.5675478264
638	0.5672218662
639	0.5670975659
640	0.5670848845
641	0.5665961667
642	0.5664387365
643	0.566290807
644	0.5661941502
645	0.5661921711
646	0.5660396303
647	0.5660049654
648	0.5658249289
649	0.5658147898
650	0.5658122441
651	0.5656659345
652	0.565554092
653	0.5653209606
654	0.5650028379
655	0.5650002895
656	0.5647893501
657	0.5645190867
658	0.5643724697
659	0.5639086453
660	0.5636819938
661	0.5632937522
662	0.5632918194
663	0.5631475515
664	0.5631452777
665	0.562674044
666	0.5624157482
667	0.5624133677
668	0.562351558
669	0.562349392
670	0.5619166525
671	0.56160818
672	0.5614549162
673	0.5614518148
674	0.5614493349
675	0.5614470793
676	0.5612362081
677	0.5610528761
678	0.5608371802
679	0.5605129135
680	0.5603457649
681	0.560090207
682	0.5598967831
683	0.5594848132
684	0.5594827944
685	0.5592323273
686	0.5590521803
687	0.5590499535
688	0.5587519752
689	0.5583077665
690	0.5583057503
691	0.5578898725
692	0.557819112
693	0.5575686946
694	0.55745304
695	0.5571615905
696	0.5566640424
697	0.5563216899
698	0.5563030554
699	0.5562975016
700	0.5562954847
701	0.5562307864
702	0.5561138624
703	0.5561115115
704	0.5561058992
705	0.5557311786
706	0.5557292679
707	0.5557275684
708	0.5555408067
709	0.5554792663
710	0.5554775034
711	0.5554754856
712	0.5554052336
713	0.5553991618
714	0.5550785576
715	0.5550766667
716	0.5546817132
717	0.554527292
718	0.5545249398
719	0.5542122469
720	0.5542098062
721	0.5540947509
722	0.5540926917
723	0.5540321049
724	0.5539994714
725	0.5539975805
726	0.5535428987
727	0.5531802994
728	0.5531781146
729	0.5531179911
730	0.553116183
731	0.5531146717
732	0.5529040187
733	0.5526890516
734	0.5523650163
735	0.552217446
736	0.552004002
737	0.5520020645
738	0.5520004918
739	0.5519983057
740	0.5517473801
741	0.5517455326
742	0.5517435366
743	0.5516544589
744	0.551652885
745	0.5514594626
746	0.5511110961
747	0.5507699946
748	0.5507684192
749	0.5505868176
750	0.5505850101
751	0.5502729941
752	0.5502687217
753	0.5502260043
754	0.5502244514
755	0.54998645
756	0.5497967612
757	0.5497267552
758	0.5493288342
759	0.5489928559
760	0.5489911574
761	0.548902976
762	0.5489016742
763	0.548854248
764	0.5487384269
765	0.5484369103
766	0.5484352926
767	0.5484332772
768	0.5484277496
769	0.5484262621
770	0.5484212785
771	0.5484195795
772	0.5484177091
773	0.5480778922
774	0.547923552
775	0.5475544962
776	0.5475523775
777	0.5473176878
778	0.5470141069
779	0.5468827279
780	0.5468807341
781	0.5467446514
782	0.5464180229
783	0.546225544
784	0.5461666721
785	0.5460482241
786	0.5459757185
787	0.5458361369
788	0.5458344136
789	0.5456854902
790	0.5453806375
791	0.5453220525
792	0.5451349904
793	0.5449926224
794	0.5448539755
795	0.5447350579
796	0.5445503943
797	0.5445489891
798	0.5440771049
799	0.5437725955
800	0.543771045
801	0.5436233671
802	0.5433353854
803	0.5433333281
804	0.5433319635
805	0.5430673198
806	0.5429895518
807	0.542755092
808	0.5427165929
809	0.5425282639
810	0.5423702766
811	0.5420067483
812	0.5418307306
813	0.541640109
814	0.5415333125
815	0.5411569041
816	0.5411481398
817	0.5409644709
818	0.5409629182
819	0.5407686232
820	0.5406908844
821	0.5406892473
822	0.540441178
823	0.5404319869
824	0.5404303107
825	0.5403014585
826	0.5402014908
827	0.5398087606
828	0.5398070825
829	0.5396969031
830	0.539657255
831	0.5396007511
832	0.5392347191
833	0.5392331249
834	0.5392265519
835	0.5392247679
836	0.5388821759
837	0.538742034
838	0.5387407107
839	0.5385800155
840	0.538474613
841	0.5382447586
842	0.5380696723
843	0.5380680347
844	0.5378567746
845	0.5377100104
846	0.5376279514
847	0.5371388283
848	0.5371062412
849	0.5371044602
850	0.5371028437
851	0.5371015021
852	0.5368923425
853	0.53675948
854	0.5366156148
855	0.5366141908
856	0.5365754059
857	0.5361665723
858	0.5360216262
859	0.5360202405
860	0.5358623944
861	0.5356331698
862	0.5354463969
863	0.5351798171
864	0.5351786037
865	0.5351290319
866	0.5349765538
867	0.5349756533
868	0.5346787519
869	0.5346773657
870	0.534676421
871	0.5346628963
872	0.5345980321
873	0.5345378667
874	0.5342200566
875	0.5340414677
876	0.5340399347
877	0.5340349461
878	0.5340334768
879	0.5340246718
880	0.5340236233
881	0.5340222309
882	0.5339158871
883	0.5339142925
884	0.5338901446
885	0.5337717524
886	0.5335817908
887	0.5335805335
888	0.5334199448
889	0.5331141072
890	0.5330562505
891	0.5330549597
892	0.533050412
893	0.53294926
894	0.5326275922
895	0.5325485456
896	0.5325370059
897	0.5324706726
898	0.5322298646
899	0.5320456001
900	0.5319638326
901	0.5316671335
902	0.531641402
903	0.5315413352
904	0.5313206825
905	0.5309640137
906	0.5307455043
907	0.5307440901
908	0.5305648838
909	0.5305104221
910	0.5304549553
911	0.5304535714
912	0.530452049
913	0.5304510734
914	0.530449433
915	0.5303982755
916	0.5301180947
917	0.5301165805
918	0.5300626265
919	0.5300613533
920	0.5297105995
921	0.5296487759
922	0.5293609197
923	0.5290053575
924	0.5289969644
925	0.5288696993
926	0.5288683011
927	0.5285850709
928	0.5284869255
929	0.5284745708
930	0.5281107172
931	0.5280599392
932	0.527869542
933	0.5278685536
934	0.527860307
935	0.527617287
936	0.5276160472
937	0.5275757783
938	0.5275132663
939	0.527511775
940	0.5272465656
941	0.5269522571
942	0.5268520733
943	0.5266108969
944	0.5266096885
945	0.5265530813
946	0.5262204842
947	0.5262193076
948	0.52621792
949	0.5262169303
950	0.5258573148
951	0.5258495027
952	0.5258465922
953	0.5254946908
954	0.5253573099
955	0.5253560688
956	0.5253546383
957	0.5253466272
958	0.5253457242
959	0.5253007597
960	0.5250628716
961	0.5247853039
962	0.5246666268
963	0.5246649306
964	0.5243331775
965	0.5240134875
966	0.5238953223
967	0.5238678125
968	0.5238669084
969	0.5237303962
970	0.523729365
971	0.5237230703
972	0.523684078
973	0.5236828662
974	0.5236818162
975	0.5234488116
976	0.5233310567
977	0.5233301831
978	0.5232783349
979	0.5232768086
980	0.5230250171
981	0.5230236812
982	0.5227780849
983	0.5227115334
984	0.5226292723
985	0.5224165655
986	0.522385645
987	0.5219474588
988	0.5218151751
989	0.5213850581
990	0.5211874119
991	0.5211868207
992	0.5210171293
993	0.5210163162
994	0.5210153896
995	0.5206230202
996	0.5206220042
997	0.5204434607
998	0.5204313139
999	0.5201399225
